0 0.101000
1 0.143249
2 0.149511
3 0.168395
4 0.164163
5 0.143985
6 0.145956
7 0.139127
8 0.141353
9 0.137723
10 0.143923
11 0.149396
12 0.148052
13 0.143376
14 0.139784
15 0.132130
16 0.137527
17 0.123993
18 0.129556
19 0.136984
20 0.140416
21 0.153525
22 0.153492
23 0.161082
24 0.208978
25 0.229004
26 0.220038
27 0.264094
28 0.303320
29 0.322253
30 0.321611
31 0.321479
32 0.344019
33 0.347105
34 0.324834
35 0.350964
36 0.353965
37 0.357206
38 0.372509
39 0.393331
40 0.411648
41 0.386584
42 0.381968
43 0.419508
44 0.426382
45 0.440359
46 0.442136
47 0.451785
48 0.462338
49 0.456619
50 0.470235
51 0.448407
52 0.412180
53 0.429789
54 0.405572
55 0.390478
56 0.420632
57 0.414877
58 0.395957
59 0.431626
60 0.395672
61 0.388856
62 0.402695
63 0.454108
64 0.477856
65 0.441113
66 0.445678
67 0.494779
68 0.490776
69 0.473003
70 0.454803
71 0.498951
72 0.505389
73 0.513427
74 0.536511
75 0.555649
76 0.547084
77 0.547485
78 0.578366
79 0.573277
80 0.563301
81 0.585023
82 0.562052
83 0.538915
84 0.596260
85 0.548655
86 0.586357
87 0.639201
88 0.635151
89 0.659588
90 0.603046
91 0.582976
92 0.560600
93 0.566150
94 0.544079
95 0.581050
96 0.577584
97 0.581096
98 0.568907
99 0.573108
100 0.524099
