0 1.000000 0.100000
1 0.000000 0.100000
2 1.000000 0.111343
3 1.000000 0.122886
4 1.000000 0.135778
5 1.000000 0.150264
6 1.000000 0.166625
7 0.000000 0.098417
8 0.000000 0.095841
9 1.000000 0.185208
10 0.000000 0.094355
11 0.000000 0.091629
12 0.000000 0.090273
13 0.000000 0.088977
14 1.000000 0.208400
15 0.000000 0.087721
16 0.000000 0.084892
17 0.000000 0.083730
18 1.000000 0.236361
19 0.000000 0.082622
20 1.000000 0.270661
21 1.000000 0.313513
22 0.000000 0.079617
23 1.000000 0.355991
24 0.000000 0.075803
25 0.000000 0.071694
26 1.000000 0.424975
27 0.000000 0.070848
28 1.000000 0.519768
29 0.000000 0.066279
30 0.000000 0.061066
31 1.000000 0.604242
32 1.000000 0.666973
33 0.000000 0.060429
34 1.000000 0.688672
35 1.000000 0.731980
36 1.000000 0.744265
37 1.000000 0.754157
38 1.000000 0.763060
39 0.000000 0.054334
40 1.000000 0.771165
41 1.000000 0.798771
42 0.000000 0.048000
43 0.000000 0.042003
44 0.000000 0.041661
45 1.000000 0.804713
46 0.000000 0.041363
47 0.000000 0.035943
48 0.000000 0.035678
49 0.000000 0.035449
50 1.000000 0.827053
51 0.000000 0.035222
52 0.000000 0.030218
53 1.000000 0.846094
54 1.000000 0.862502
55 1.000000 0.864892
56 0.000000 0.030015
57 0.000000 0.025264
58 1.000000 0.866982
59 1.000000 0.880686
60 1.000000 0.882418
61 1.000000 0.883945
62 0.000000 0.025107
63 0.000000 0.020689
64 1.000000 0.885426
65 1.000000 0.896925
66 0.000000 0.020569
67 0.000000 0.016478
68 1.000000 0.898180
69 1.000000 0.908266
70 1.000000 0.909244
71 1.000000 0.910116
72 1.000000 0.910970
73 0.000000 0.016388
74 1.000000 0.911807
75 0.000000 0.012584
76 1.000000 0.920437
77 0.000000 0.009081
78 0.000000 0.005817
79 0.000000 0.005786
80 1.000000 0.928228
81 0.000000 0.005767
82 0.000000 0.002726
83 0.000000 0.002708
84 1.000000 0.935318
85 0.000000 0.002700
86 1.000000 0.941773
87 1.000000 0.947658
88 1.000000 0.947986
89 1.000000 0.948279
90 0.000000 0.000000
91 0.000000 0.000000
92 0.000000 0.000000
93 1.000000 0.948569
94 1.000000 0.953894
95 1.000000 0.954156
96 1.000000 0.954390
97 0.000000 0.000000
98 1.000000 0.954621
99 0.000000 0.000000
100 0.000000 0.000000
101 1.000000 0.959459
102 1.000000 0.963923
103 1.000000 0.964097
104 0.000000 0.000000
105 1.000000 0.964251
106 1.000000 0.968359
107 1.000000 0.968500
108 0.000000 0.000000
109 0.000000 0.000000
110 1.000000 0.968625
111 1.000000 0.972420
112 1.000000 0.972535
113 0.000000 0.000000
114 1.000000 0.972636
115 0.000000 0.000000
116 1.000000 0.976155
117 0.000000 0.000000
118 0.000000 0.000000
119 1.000000 0.979440
120 1.000000 0.982514
121 1.000000 0.982576
122 1.000000 0.982628
123 0.000000 0.000000
124 1.000000 0.982679
125 0.000000 0.000000
126 0.000000 0.000000
127 0.000000 0.000000
128 0.000000 0.000000
129 0.000000 0.000000
130 1.000000 0.985552
131 0.000000 0.000000
132 0.000000 0.000000
133 1.000000 0.988250
134 0.000000 0.000000
135 0.000000 0.000000
136 1.000000 0.990791
137 0.000000 0.000000
138 1.000000 0.993188
139 0.000000 0.000000
140 0.000000 0.000000
141 1.000000 0.995451
142 0.000000 0.000000
143 0.000000 0.000000
144 0.000000 0.000000
145 0.000000 0.000000
146 1.000000 0.997593
147 1.000000 0.999623
148 1.000000 0.999627
149 1.000000 0.999628
