0 0.114758 0.075687 0.125925 0.143286 0.166411 0.206682 0.176883 0.0866973 

1 0.227111 0.149767 0.249241 0.28366 0.329384 0.409072 0.350088 0.171565 

2 0.337138 0.222294 0.370029 0.421181 0.489026 0.607318 0.519734 0.254663 

3 0.444913 0.293321 0.488366 0.555907 0.645441 0.801557 0.685939 0.336049 

4 0.550512 0.362897 0.60433 0.687895 0.79873 0.991928 0.848815 0.415777 

5 0.654007 0.431072 0.717995 0.817203 0.94899 1.17856 1.00847 0.493904 

6 0.755466 0.497894 0.829434 0.943883 1.09632 1.36159 1.16502 0.57048 

7 0.854958 0.563409 0.938715 1.06799 1.24081 1.54114 1.31856 0.645558 

8 0.952548 0.627662 1.04591 1.18958 1.38254 1.71732 1.46919 0.719188 

9 1.0483 0.690698 1.15108 1.3087 1.52162 1.89026 1.61702 0.791418 

10 1.14228 0.752559 1.2543 1.4254 1.65812 2.06008 1.76213 0.862294 

11 1.23454 0.813286 1.35562 1.53974 1.79213 2.22688 1.90463 0.931864 

12 1.32515 0.872919 1.45511 1.65175 1.92372 2.39077 2.0446 1.00017 

13 1.41416 0.931498 1.55283 1.7615 2.05298 2.55186 2.18212 1.06726 

14 1.50163 0.98906 1.64883 1.86901 2.17998 2.71025 2.31729 1.13317 

15 1.58761 1.04564 1.74317 1.97435 2.3048 2.86603 2.45019 1.19794 

16 1.67215 1.10128 1.83592 2.07755 2.42751 3.01932 2.5809 1.26162 

17 1.75531 1.15601 1.92711 2.17866 2.54818 3.1702 2.70949 1.32424 

18 1.83714 1.20987 2.0168 2.27772 2.66687 3.31875 2.83605 1.38583 

19 1.91767 1.26288 2.10504 2.37478 2.78366 3.46508 2.96064 1.44645 

20 1.99697 1.31508 2.19189 2.46987 2.89861 3.60927 3.08334 1.50611 

21 2.07507 1.36651 2.27738 2.56303 3.01178 3.7514 3.20422 1.56487 

22 2.15203 1.41718 2.36158 2.65431 3.12324 3.89155 3.32335 1.62274 

23 2.22788 1.46714 2.44451 2.74374 3.23304 4.0298 3.4408 1.67976 

24 2.30266 1.51641 2.52623 2.83136 3.34124 4.16624 3.55662 1.73597 

25 2.37642 1.56501 2.60677 2.91721 3.4479 4.30093 3.67089 1.7914 

26 2.4492 1.61298 2.68619 3.00133 3.55308 4.43395 3.78366 1.84607 

27 2.52103 1.66034 2.76452 3.08374 3.65682 4.56537 3.89499 1.90001 

28 2.59196 1.70712 2.8418 3.16448 3.75918 4.69525 4.00494 1.95326 

29 2.66202 1.75333 2.91806 3.2436 3.86022 4.82368 4.11357 2.00584 

30 2.73124 1.79902 2.99336 3.32112 3.95997 4.9507 4.22093 2.05778 

31 2.79966 1.84419 3.06771 3.39707 4.05849 5.0764 4.32707 2.1091 

32 2.86732 1.88888 3.14117 3.47149 4.15583 5.20082 4.43205 2.15983 

33 2.93424 1.9331 3.21376 3.54441 4.25203 5.32403 4.53593 2.21 

34 3.00047 1.97687 3.28551 3.61585 4.34713 5.44608 4.63873 2.25963 

35 3.06602 2.02023 3.35647 3.68586 4.44118 5.56705 4.74053 2.30874 

36 3.13094 2.06318 3.42665 3.75445 4.53423 5.68697 4.84135 2.35735 

37 3.19525 2.10575 3.4961 3.82166 4.6263 5.80591 4.94125 2.40549 

38 3.25897 2.14796 3.56485 3.88752 4.71745 5.92392 5.04028 2.45319 

39 3.32215 2.18983 3.63291 3.95205 4.80771 6.04105 5.13847 2.50045 

40 3.3848 2.23138 3.70033 4.01528 4.89712 6.15735 5.23586 2.54731 

41 3.44695 2.27261 3.76713 4.07724 4.98571 6.27287 5.33251 2.59378 

42 3.50863 2.31356 3.83333 4.13795 5.07353 6.38766 5.42844 2.63988 

43 3.56986 2.35424 3.89897 4.19744 5.1606 6.50176 5.5237 2.68563 

44 3.63067 2.39467 3.96407 4.25574 5.24697 6.61523 5.61833 2.73105 

45 3.69109 2.43485 4.02865 4.31286 5.33266 6.72809 5.71235 2.77616 

46 3.75113 2.47482 4.09275 4.36884 5.41772 6.84041 5.80582 2.82098 

47 3.81082 2.51458 4.15638 4.42369 5.50216 6.95222 5.89876 2.86551 

48 3.87017 2.55414 4.21956 4.47744 5.58602 7.06355 5.99121 2.90979 

49 3.92923 2.59354 4.28233 4.53011 5.66933 7.17446 6.0832 2.95382 

50 3.9027 2.63253 4.2345 4.54169 5.6153 7.11034 6.04964 3.02229 

51 3.87775 2.6714 4.18878 4.55423 5.56403 7.04925 6.01693 3.09005 

52 3.85433 2.71013 4.14511 4.56774 5.51545 6.99111 5.98505 3.15713 

53 3.83241 2.74876 4.10345 4.58218 5.46949 6.93586 5.954 3.22357 

54 3.81196 2.78728 4.06372 4.59755 5.42607 6.88342 5.92374 3.2894 

55 3.79292 2.82572 4.0259 4.61382 5.38514 6.83371 5.89426 3.35465 

56 3.77528 2.86409 3.98991 4.631 5.34663 6.78668 5.86555 3.41934 

57 3.75899 2.9024 3.95573 4.64905 5.31047 6.74224 5.83759 3.48349 

58 3.74402 2.94066 3.92329 4.66797 5.27661 6.70034 5.81036 3.54715 

59 3.73034 2.97888 3.89256 4.68775 5.24499 6.66091 5.78385 3.61033 

60 3.71793 3.01707 3.86349 4.70837 5.21555 6.6239 5.75803 3.67306 

61 3.70675 3.05525 3.83603 4.72982 5.18824 6.58924 5.73291 3.73536 

62 3.69676 3.09343 3.81015 4.75209 5.16301 6.55688 5.70845 3.79726 

63 3.68796 3.13161 3.78581 4.77518 5.1398 6.52675 5.68465 3.85878 

64 3.6803 3.16981 3.76297 4.79906 5.11857 6.49882 5.6615 3.91994 

65 3.67376 3.20804 3.74159 4.82373 5.09926 6.47302 5.63897 3.98077 

66 3.66832 3.24631 3.72163 4.84918 5.08184 6.4493 5.61706 4.04129 

67 3.66395 3.28462 3.70306 4.8754 5.06626 6.42762 5.59575 4.10152 

68 3.66063 3.32299 3.68584 4.90238 5.05247 6.40792 5.57503 4.16148 

69 3.65833 3.36142 3.66995 4.93011 5.04043 6.39017 5.55489 4.22119 

70 3.65704 3.39993 3.65534 4.95859 5.03011 6.37431 5.53531 4.28067 

71 3.65673 3.43853 3.642 4.98781 5.02147 6.36031 5.51628 4.33994 

72 3.65739 3.47722 3.62989 5.01776 5.01446 6.34812 5.4978 4.39902 

73 3.65899 3.51601 3.61897 5.04844 5.00905 6.3377 5.47984 4.45792 

74 3.66151 3.55491 3.60923 5.07983 5.00521 6.32901 5.4624 4.51667 

75 3.66493 3.59393 3.60063 5.11193 5.0029 6.32201 5.44547 4.57528 

76 3.66925 3.63308 3.59316 5.14474 5.00209 6.31668 5.42903 4.63378 

77 3.67443 3.67237 3.58678 5.17825 5.00275 6.31296 5.41307 4.69217 

78 3.68046 3.7118 3.58146 5.21246 5.00485 6.31083 5.39759 4.75047 

79 3.68734 3.75138 3.5772 5.24735 5.00835 6.31025 5.38258 4.8087 

80 3.69503 3.79112 3.57395 5.28294 5.01324 6.3112 5.36802 4.86688 

81 3.70353 3.83103 3.57171 5.3192 5.01948 6.31363 5.3539 4.92501 

82 3.71283 3.87111 3.57044 5.35614 5.02705 6.31752 5.34022 4.98313 

83 3.7229 3.91138 3.57014 5.39375 5.03592 6.32285 5.32696 5.04123 

84 3.73374 3.95184 3.57077 5.43204 5.04606 6.32957 5.31412 5.09933 

85 3.74533 3.99249 3.57232 5.47099 5.05746 6.33767 5.30169 5.15746 

86 3.75766 4.03335 3.57478 5.5106 5.0701 6.34712 5.28966 5.21562 

87 3.77071 4.07442 3.57811 5.55088 5.08394 6.35789 5.27802 5.27382 

88 3.78449 4.11571 3.58231 5.59181 5.09897 6.36995 5.26676 5.33208 

89 3.79897 4.15722 3.58736 5.6334 5.11517 6.38329 5.25587 5.39042 

90 3.81414 4.19897 3.59324 5.67565 5.13251 6.39788 5.24535 5.44884 

91 3.83 4.24095 3.59994 5.71855 5.15099 6.4137 5.23519 5.50736 

92 3.84653 4.28318 3.60744 5.7621 5.17058 6.43072 5.22538 5.56598 

93 3.86372 4.32567 3.61573 5.8063 5.19126 6.44893 5.21591 5.62473 

94 3.88158 4.36841 3.62479 5.85115 5.21303 6.4683 5.20678 5.68362 

95 3.90008 4.41141 3.6346 5.89664 5.23585 6.48882 5.19798 5.74265 

96 3.91922 4.45469 3.64517 5.94279 5.25972 6.51047 5.1895 5.80184 

97 3.93899 4.49825 3.65647 5.98958 5.28463 6.53323 5.18133 5.86119 

98 3.95938 4.54209 3.66849 6.03701 5.31055 6.55707 5.17347 5.92072 

99 3.98039 4.58622 3.68121 6.0851 5.33748 6.58199 5.16592 5.98045 

100 3.95218 4.55227 3.67827 6.08993 5.34857 6.55067 5.16319 5.89345 

101 3.9255 4.52012 3.67634 6.09596 5.35945 6.5214 5.16188 5.80969 

102 3.90029 4.48973 3.67541 6.10317 5.37014 6.49411 5.16196 5.72908 

103 3.87653 4.46105 3.67545 6.11152 5.38064 6.46878 5.16339 5.65155 

104 3.85418 4.43404 3.67645 6.121 5.39095 6.44534 5.16616 5.57699 

105 3.83321 4.40866 3.67838 6.13158 5.40108 6.42376 5.17023 5.50534 

106 3.81357 4.38486 3.68123 6.14325 5.41103 6.404 5.17558 5.43651 

107 3.79525 4.36262 3.68498 6.15598 5.4208 6.386 5.18219 5.37044 

108 3.7782 4.34188 3.6896 6.16975 5.43041 6.36974 5.19002 5.30704 

109 3.76239 4.32262 3.6951 6.18456 5.43984 6.35517 5.19906 5.24624 

110 3.7478 4.30479 3.70143 6.20037 5.44911 6.34225 5.20928 5.18797 

111 3.7344 4.28837 3.7086 6.21718 5.45822 6.33095 5.22066 5.13217 

112 3.72216 4.27333 3.71659 6.23495 5.46717 6.32122 5.23319 5.07878 

113 3.71105 4.25962 3.72537 6.25369 5.47597 6.31305 5.24683 5.02772 

114 3.70105 4.24722 3.73495 6.27337 5.48461 6.30638 5.26157 4.97894 

115 3.69212 4.23609 3.74529 6.29398 5.4931 6.30119 5.2774 4.93238 

116 3.68425 4.22621 3.7564 6.31549 5.50145 6.29745 5.29429 4.88797 

117 3.67742 4.21756 3.76825 6.33791 5.50966 6.29513 5.31222 4.84567 

118 3.67159 4.21009 3.78084 6.36121 5.51773 6.2942 5.33119 4.80542 

119 3.66675 4.20379 3.79415 6.38538 5.52566 6.29462 5.35117 4.76717 

120 3.66287 4.19863 3.80817 6.41041 5.53346 6.29637 5.37214 4.73086 

121 3.65994 4.19459 3.82289 6.43629 5.54112 6.29942 5.3941 4.69644 

122 3.65793 4.19163 3.83831 6.463 5.54866 6.30375 5.41703 4.66388 

123 3.65682 4.18975 3.8544 6.49053 5.55607 6.30933 5.44091 4.63311 

124 3.6566 4.1889 3.87117 6.51887 5.56336 6.31613 5.46573 4.6041 

125 3.65724 4.18908 3.88859 6.54802 5.57053 6.32414 5.49148 4.57681 

126 3.65873 4.19027 3.90667 6.57795 5.57758 6.33332 5.51814 4.55118 

127 3.66106 4.19243 3.92539 6.60867 5.58451 6.34367 5.54571 4.52718 

128 3.6642 4.19555 3.94475 6.64015 5.59133 6.35514 5.57418 4.50478 

129 3.66813 4.19962 3.96473 6.6724 5.59804 6.36773 5.60353 4.48392 

130 3.67285 4.20461 3.98533 6.70541 5.60464 6.38142 5.63374 4.46457 

131 3.67834 4.2105 4.00655 6.73915 5.61113 6.39617 5.66482 4.4467 

132 3.68458 4.21728 4.02837 6.77364 5.61752 6.41198 5.69676 4.43028 

133 3.69156 4.22494 4.05079 6.80885 5.62381 6.42883 5.72954 4.41526 

134 3.69926 4.23345 4.0738 6.84479 5.62999 6.4467 5.76315 4.40161 

135 3.70768 4.2428 4.09741 6.88144 5.63608 6.46556 5.79759 4.38931 

136 3.71679 4.25297 4.12159 6.91879 5.64207 6.48542 5.83285 4.37832 

137 3.7266 4.26396 4.14635 6.95685 5.64797 6.50624 5.86893 4.36861 

138 3.73708 4.27574 4.17167 6.99561 5.65377 6.52801 5.9058 4.36015 

139 3.74822 4.2883 4.19757 7.03505 5.65949 6.55072 5.94348 4.35292 

140 3.76002 4.30164 4.22402 7.07517 5.66511 6.57435 5.98195 4.34688 

141 3.77246 4.31573 4.25103 7.11598 5.67065 6.5989 6.0212 4.34202 

142 3.78553 4.33056 4.2786 7.15745 5.67611 6.62434 6.06124 4.33829 

143 3.79923 4.34613 4.30671 7.19959 5.68148 6.65066 6.10205 4.33569 

144 3.81353 4.36242 4.33537 7.2424 5.68677 6.67785 6.14364 4.33419 

145 3.82845 4.37942 4.36457 7.28587 5.69198 6.7059 6.18599 4.33376 

146 3.84395 4.39712 4.3943 7.32998 5.69711 6.7348 6.2291 4.33438 

147 3.86005 4.41552 4.42457 7.37475 5.70216 6.76453 6.27297 4.33603 

148 3.87672 4.43459 4.45538 7.42017 5.70714 6.79509 6.31759 4.33869 

149 3.89396 4.45433 4.48671 7.46623 5.71205 6.82646 6.36296 4.34234 

150 3.80469 4.39304 4.36863 7.32542 5.59178 6.66774 6.25754 4.39079 

151 3.71815 4.33404 4.25402 7.18928 5.47533 6.51407 6.1556 4.43827 

