0 X 0.010390
1 X 0.000000
2 A 0.000000
3 X 0.009002
4 A 0.010654
5 A 0.949621
6 A 1.000000
7 A 1.000000
8 A 1.000000
9 X 0.159966
10 A 1.000000
11 X 0.116194
12 A 1.000000
13 A 1.000000
14 A 1.000000
15 X 0.092125
16 A 1.000000
17 X 0.076166
18 A 1.000000
19 X 0.064542
20 X 0.005751
21 A 1.000000
22 X 0.023631
23 X 0.000000
24 A 1.000000
25 X 0.002068
26 A 1.000000
27 X 0.001032
28 A 1.000000
29 A 1.000000
30 A 1.000000
31 A 1.000000
32 X 0.000053
33 X 0.000000
34 X 0.000000
35 A 1.000000
36 A 1.000000
37 A 1.000000
38 A 1.000000
39 A 1.000000
40 X 0.000000
41 X 0.000000
42 A 1.000000
43 X 0.000000
44 A 1.000000
45 A 1.000000
46 A 1.000000
47 A 1.000000
48 X 0.000000
49 X 0.000000
50 X 0.000000
51 A 1.000000
52 X 0.000000
53 A 1.000000
54 A 1.000000
55 A 1.000000
56 A 1.000000
57 X 0.000000
58 A 1.000000
59 X 0.000000
60 X 0.000000
61 X 0.000000
62 A 1.000000
63 A 1.000000
64 X 0.000000
65 X 0.000000
66 A 1.000000
67 X 0.000000
68 A 1.000000
69 X 0.000000
70 X 0.000000
71 A 1.000000
72 X 0.000000
73 X 0.000000
74 A 1.000000
75 X 0.000000
76 X 0.000000
77 X 0.000000
78 A 1.000000
79 X 0.000000
80 A 1.000000
81 A 1.000000
82 X 0.000000
83 A 1.000000
84 X 0.000000
85 A 1.000000
86 X 0.000000
87 X 0.000000
88 A 1.000000
89 X 0.000000
90 X 0.000000
91 X 0.000000
92 X 0.000000
93 A 1.000000
94 X 0.000000
95 A 1.000000
96 X 0.000000
97 X 0.000000
98 A 1.000000
99 X 0.000000
100 X 0.000000
101 A 1.000000
102 X 0.000000
103 X 0.000000
104 X 0.000000
105 A 1.000000
106 X 0.000000
107 A 1.000000
108 X 0.000000
109 A 1.000000
110 X 0.000000
111 X 0.000000
112 A 1.000000
113 X 0.000000
114 A 1.000000
115 A 1.000000
116 A 1.000000
117 X 0.000000
118 X 0.000000
119 X 0.000000
120 X 0.000000
121 X 0.000000
122 A 1.000000
123 X 0.000000
124 X 0.000000
125 X 0.000000
126 X 0.000000
127 A 1.000000
128 X 0.000000
129 A 1.000000
130 X 0.000000
131 A 1.000000
132 A 1.000000
133 A 1.000000
134 X 0.000000
135 X 0.000000
136 X 0.000000
137 A 1.000000
138 X 0.000000
139 X 0.000000
140 X 0.000000
141 X 0.000000
142 A 1.000000
143 X 0.000000
144 A 1.000000
145 X 0.000000
146 A 1.000000
147 A 1.000000
148 X 0.000000
149 X 0.000000
