0 0.101000 0.101000 0.000000 0.101000 0.101000
1 0.101000 0.101000 0.000000 0.102203 0.102203
2 0.101000 0.101000 0.000000 0.102203 0.102203
3 0.101000 0.101000 0.000000 0.102203 0.102203
4 0.101000 0.101000 0.000000 0.102203 0.102203
5 0.101000 0.101000 0.000000 0.102203 0.102203
6 0.101000 0.101000 0.000000 0.102203 0.102203
7 0.101000 0.101000 0.000000 0.102203 0.102203
8 0.101000 0.101000 0.000000 0.102203 0.102203
9 0.101000 0.101000 0.000000 0.102203 0.102203
10 0.101000 0.101000 0.000000 0.102203 0.102203
11 0.101000 0.101000 0.000000 0.102203 0.102203
12 0.101000 0.101000 0.000000 0.102203 0.102203
13 0.101000 0.101000 0.000000 0.102203 0.102203
14 0.101000 0.101000 0.000000 0.102203 0.102203
15 0.101000 0.101000 0.000000 0.102203 0.102203
16 0.101000 0.101000 0.000000 0.102203 0.102203
17 0.101000 0.101000 0.000000 0.102203 0.102203
18 0.101000 0.101000 0.000000 0.102203 0.102203
19 0.101000 0.101000 0.000000 0.102203 0.102203
20 0.101000 0.101000 0.000000 0.102203 0.102203
21 0.101000 0.101000 0.000000 0.102203 0.102203
22 0.101000 0.101000 0.000000 0.102203 0.102203
23 0.101000 0.101000 0.000000 0.102203 0.102203
24 0.101000 0.101000 0.000000 0.102203 0.102203
25 0.101000 0.101000 0.000000 0.102203 0.102203
26 0.101000 0.101000 0.000000 0.102203 0.102203
27 0.101000 0.101000 0.000000 0.102203 0.102203
28 0.101000 0.101000 0.000000 0.102203 0.102203
29 0.101000 0.101000 0.000000 0.102203 0.102203
30 0.101000 0.101000 0.000000 0.102203 0.102203
31 0.101000 0.101000 0.000000 0.102203 0.102203
32 0.101000 0.101000 0.000000 0.102203 0.102203
33 0.101000 0.101000 0.000000 0.102203 0.102203
34 0.101000 0.101000 0.000000 0.102203 0.102203
35 0.101000 0.101000 0.000000 0.102203 0.102203
36 0.101000 0.101000 0.000000 0.102203 0.102203
37 0.101000 0.101000 0.000000 0.102203 0.102203
38 0.101000 0.101000 0.000000 0.102203 0.102203
39 0.101000 0.101000 0.000000 0.102203 0.102203
40 0.101000 0.101000 0.000000 0.102203 0.102203
41 0.101000 0.101000 0.000000 0.102203 0.102203
42 0.101000 0.101000 0.000000 0.102203 0.102203
43 0.101000 0.101000 0.000000 0.102203 0.102203
44 0.101000 0.101000 0.000000 0.102203 0.102203
45 0.101000 0.101000 0.000000 0.102203 0.102203
46 0.101000 0.101000 0.000000 0.102203 0.102203
47 0.101000 0.101000 0.000000 0.102203 0.102203
48 0.101000 0.101000 0.000000 0.102203 0.102203
49 0.101000 0.101000 0.000000 0.102203 0.102203
